station,lon,lat,Annualised
goldhawk road,-0.22664486415404567,51.50199179519617,1817421.26702743
goodge street,-0.13434290236565843,51.52060184277374,5208996.08564733
goodmayes,0.11183537935334024,51.56578721328645,4266577.58984479
gospel oak,-0.15137125359850329,51.55550712844454,2568827.14360572
grange hill,0.09232184221334147,51.613198154160514,337750.070490143
great portland street,-0.14429097119738624,51.523846456203096,5669192.12294081
green park,-0.14254189011089013,51.506867699299825,29793481.7443869
greenford,-0.3465040750206399,51.54259127112355,3128017.65015101
greenwich,-0.0134548920388944,51.47812506248977,7123715.43984007
gunnersbury,-0.2751361823945699,51.491741910939425,3687354.6450098
hackney central,-0.057145442426879356,51.54705542979122,5457022.31799359
hackney downs,-0.06065341654025178,51.548813468313746,2671045.76683709
hackney wick,-0.024387959670115183,51.543427542026784,3667870.68120257
haggerston,-0.07558439655569088,51.53878992924361,3056539.65622239
hainault,0.09350819615879127,51.603640197514096,2902149.70419609
hammersmith (dist&picc line),-0.2230418838988803,51.491999519638064,
hammersmith (h&c line),-0.22492935877885148,51.49378399419851,
hampstead,-0.17852309354375817,51.55658987988491,3939034.53759238
hampstead heath,-0.16572284870042556,51.55517923216656,3317527.4124388
hanger lane,-0.2926845249496959,51.530185529338254,2767792.4803684
hanwell,-0.3383131005158024,51.51178190030972,2357529.2786221
harlesden,-0.2585901442236528,51.53669848295261,2589763.55589833
harold wood,0.23465343804517522,51.59343960088256,3290484.99642978
harringay green lanes,-0.09773470381063316,51.57729973836476,1938893.75201726
harrow & wealdstone,-0.3348864548890388,51.59204382510434,4926437.31098792
harrow-on-the-hill,-0.3367522322346984,51.57941460314499,8275376.92222306
hatch end,-0.3685571915423702,51.60938574524909,724751.895739049
hatton cross,-0.4234642103862573,51.46662784627765,3128909.3736166
hayes & harlington,-0.4193768852119426,51.503036322104606,8984395.8911984
headstone lane,-0.3572128887864177,51.602673239492965,490766.751529128
heathrow terminal 4,-0.44571396376058325,51.45854050640025,5193075.87913993
heathrow terminal 5,-0.4880396396312294,51.4725252187983,11843225.12519885
heathrow terminals 1-2-3,-0.4524258114844232,51.471303659887944,
