lat,lon,crowding_score,crowding_score_norm,min_distance_to_station_km,top_relieved_stations
51.51451738801217,-0.41251138696763134,291099.836170427,0.03140667767991957,1.362189275081226,Hayes & Harlington
51.34873110146516,-0.14540536313387087,0.0,0.0,4.550038938233902,
51.459389977955524,-0.32805674013522895,172319.68816668226,0.01859152164203467,1.8745436361045613,Richmond
51.426501984002556,0.044745173864830456,0.0,0.0,5.964384403887708,
51.48759984039206,0.14830845866878686,213325.49796615166,0.023015626678706817,1.960715950842146,Abbey Wood
51.462445244113255,0.04635146985188126,0.0,0.0,3.4363627993049555,
51.53676005826249,-0.09451373705589021,2886562.2820427096,0.3114303751859631,0.9179944273764227,"Angel, Farringdon, Old Street"
51.54356758210127,0.03556712813997883,1782929.0535221477,0.19235970327839993,0.8812635968027679,"Upton Park, East Ham, Forest Gate"
51.525596113803104,0.03476547582191181,1056488.230326475,0.11398421159902766,1.0883578535815215,"Upton Park, Custom House, Plaistow"
51.58849597132365,0.03757490022566612,454311.94583359145,0.04901558529417759,0.8002340290349624,"South Woodford, Redbridge, Snaresbrook"
51.44371287843465,0.08868546443895604,0.0,0.0,5.325271092444912,
51.57223338794435,-0.06416903229926689,1029881.8567255929,0.11111365759629298,0.8960581208368675,"Seven Sisters, Tottenham Hale, Stoke Newington"
51.48016462848501,0.06154654715320412,636764.0019402897,0.06870028520183014,1.2038155930050596,"Woolwich, Woolwich Arsenal"
51.47856531529773,-0.41375987577052725,83961.18448263264,0.009058548068458848,1.487860544136917,Hatton Cross
51.49159313281335,-0.08199238808290431,2132364.8030471075,0.23006022588792258,1.3240938807421825,"London Bridge, Elephant & Castle, Bermondsey"
51.59399664486943,-0.30868161196897964,282099.5079489465,0.03043563485425467,1.4851212187669702,"Harrow & Wealdstone, Queensbury, Northwick Park"
51.47991071460886,0.07593701849362115,716199.8418032913,0.07727059513958766,1.2225794786150221,"Woolwich, Woolwich Arsenal"
51.47500028825245,-0.16908847476126487,1000523.0492743275,0.10794614429632367,0.9707382031672775,"Clapham Junction, Imperial Wharf, Battersea Power Station"
51.456344790594855,-0.12665280093665424,2110869.887589034,0.22774114563549125,0.9790975852136506,"Brixton, Clapham Common, Clapham North"
51.42062646617342,-0.14249653832178893,161160.04336888116,0.01738751077140768,1.9589941240946633,Tooting Broadway
51.48284118683116,-0.09676216697570628,1337606.625499517,0.14431399447780252,0.8831514770672086,"Elephant & Castle, Kennington, Vauxhall"
51.42085339237219,-0.15687025683937672,848473.9894711234,0.0915416149238706,1.1015808067856223,"Tooting Broadway, Colliers Wood, Tooting Bec"
51.44735806113557,-0.1270206381744712,743048.4115714086,0.08016727961721279,1.5443801426092159,"Brixton, Balham, Clapham South"
51.53407835743692,0.06398171340644833,1387507.035436689,0.14969773536756062,0.9728140922935761,"Barking, East Ham, Upton Park"
51.46578784746132,-0.15506021702232053,1336683.2120451871,0.14421436766554813,1.1606807212881265,"Clapham Junction, Clapham Common, Clapham South"
51.45100962687355,-0.37153906461401554,0.0,0.0,2.2874358501200778,
51.4349825687751,0.07389938335571365,0.0,0.0,6.125929596310564,
51.47408731008612,-0.11152629446864264,2616569.7410202506,0.2823009575145963,0.8362219428039535,"Brixton, Stockwell, Vauxhall"
51.412091546716425,-0.1716027933552157,821389.2732805749,0.0886194526765836,0.8097469365359805,"Colliers Wood, Tooting Broadway, Morden"
51.48237042718661,-0.06797696329963888,531125.7442138415,0.05730300392977738,1.1702020172821122,"Peckham Rye, Queens Road Peckham, Bermondsey"
51.48421109191548,-0.18312238227799313,3503940.4280290306,0.3780391259592435,0.8926047873937771,"South Kensington, Earl's Court, Gloucester Road"
51.503063505136936,-0.24000743523175117,1773614.7457189953,0.1913547852858872,0.9325575841181539,"Shepherds Bush, White City, Shepherds Bush Market"
51.55402228480541,-0.05051724144390889,1221375.8546174816,0.13177389000504186,0.9000915017433959,"Hackney Central, Homerton, Hackney Downs"
51.56371928050983,-0.09338689692284487,2308433.6496933894,0.24905624316103958,0.8035298191565444,"Finsbury Park, Manor House, Highbury & Islington"
51.473854652919464,-0.09713622624604637,1247721.8078171893,0.1346163473255229,0.8350996572602198,"Denmark Hill, Brixton, Oval"
51.551794906684634,0.07920823073461704,1194783.701529914,0.1289048702494026,1.073882867489804,"Barking, Ilford, Seven Kings"
