lat,lon,nearest_station_1,nearest_station_1_dist,nearest_station_1_lat,nearest_station_1_long,nearest_station_2,nearest_station_2_dist,nearest_station_2_lat,nearest_station_2_long,nearest_station_3,nearest_station_3_dist,nearest_station_3_lat,nearest_station_3_long,nearest_station_4,nearest_station_4_dist,nearest_station_4_lat,nearest_station_4_long,nearest_station_5,nearest_station_5_dist,nearest_station_5_lat,nearest_station_5_long,harmonic_mean_adj_dist,harmonic_mean_adj_dist_norm,line_unique_count,line_unique_count_norm,connectivity_score
51.51451998392903,-0.4125120193108345,Hayes & Harlington,1771.5767303809268,51.50303723137112,-0.41935690170324563,Southall,3416.6599969378212,51.50614613228283,-0.3771035436303124,West Drayton,5384.926431507714,51.509889653988765,-0.4717298081442503,South Ruislip,6245.530727523655,51.55686140180025,-0.3988455279896942,Northolt,6282.379967714701,51.54826023603043,-0.3686291206057346,3670.6789722525573,0.07291481395991972,2,0.8,0.4364574069799599
51.34873148798412,-0.14540083210126703,Morden,8970.487487592822,51.40253724508803,-0.19473027219670863,Colliers Wood,10464.905963525276,51.418159079977876,-0.17803308894654438,South Wimbledon,10515.31895245909,51.41498850026229,-0.19328192113707632,Tooting Broadway,11603.373149613119,51.427675722454374,-0.16836472055651,Wimbledon,11877.846171330028,51.42143425544057,-0.20649073062441967,10581.883562691866,0.2748904735705339,2,0.8,0.537445236785267
51.45939112756656,-0.32805544142138876,Richmond,2445.611194847037,51.46311840473405,-0.3016467054337033,Hounslow East,3246.0995520306724,51.47326277254156,-0.3563132084539763,Osterley,3839.1726084536954,51.481243488531945,-0.35219948980178173,Hounslow Central,3858.77455300839,51.47131964602911,-0.36627277395717445,Kew Gardens,4646.523331964442,51.476997832844376,-0.2850185530874335,3444.0127480347887,0.0662906344050035,2,0.8,0.43314531720250177
51.4265035064725,0.04475055492925109,LEWISHAM - DLR,7765.056587639914,51.4656534958191,-0.014057517109202628,ELVERSON ROAD - DLR,8229.439820879994,51.46869622022829,-0.016358693464723607,GREENWICH - DLR,9130.388767890372,51.47812532354829,-0.013428987645855905,DEPTFORD BRIDGE - DLR,9199.936318558934,51.474302836694164,-0.02243708367150416,WOOLWICH ARSENAL - DLR,9435.968104964539,51.489985357998016,0.0688912148850038,8703.292162881136,0.21998980724667958,1,1.0,0.6099949036233397
51.487601858936856,0.14831571645291577,Abbey Wood,2554.6417459150753,51.491074357645864,0.12057216047674105,Woolwich,6901.871678700708,51.491668236437704,0.07214595050906773,WOOLWICH ARSENAL - DLR,7179.024192901403,51.489985357998016,0.0688912148850038,GALLIONS REACH - DLR,7568.450095434998,51.508981284149876,0.07178457988924161,Dagenham Heathway,7812.155319873561,51.5416184486541,0.1475466339518699,5343.248426109913,0.12179461693301201,3,0.6,0.360897308466506
51.462447210893515,0.046357013398317694,WOOLWICH ARSENAL - DLR,4472.29189775784,51.489985357998016,0.0688912148850038,Woolwich,4825.097188838455,51.491668236437704,0.07214595050906773,LEWISHAM - DLR,5476.9715966136255,51.4656534958191,-0.014057517109202628,ELVERSON ROAD - DLR,5736.625355235589,51.46869622022829,-0.016358693464723607,GREENWICH - DLR,5856.5195959435805,51.47812532354829,-0.013428987645855905,5216.485427976966,0.11809004708168112,2,0.8,0.4590450235408406
51.53676362627584,-0.09450819120883211,Angel,1194.4428535682778,51.53148959741432,-0.10470051077650719,Highbury & Islington,1751.0835019211117,51.54742661432923,-0.10371049499403494,Old Street,1799.5165987023854,51.525087015961375,-0.0876110910136405,Barbican,2424.514972652182,51.52021035825423,-0.09877416007418292,Farringdon,2534.865338770184,51.519915625753825,-0.1022644932001967,1804.4404413773852,0.018375152554772872,5,0.19999999999999996,0.10918757627738641
51.54357037963679,0.03557333722867819,Upton Park,1184.6869761480418,51.535381114708535,0.035237134317064586,Forest Gate,1350.3968434784904,51.54923382053423,0.023665990638303193,Manor Park,1529.8943726231937,51.5521985051404,0.04539047874751819,East Ham,1670.5201469403585,51.53940799877854,0.05285335494738618,Plaistow,2446.383945014835,51.531232747860415,0.017015994843462036,1540.523320937708,0.010662338705060252,3,0.6,0.30533116935253013
51.525598674704746,0.034771898439453906,Upton Park,1415.318357479055,51.535381114708535,0.035237134317064586,Plaistow,1796.9889715812888,51.531232747860415,0.017015994843462036,PRINCE REGENT - DLR,2347.483619270413,51.509369678637576,0.03421726118998984,Custom House,2347.8409487424155,51.50982669208105,0.028600872419654706,CUSTOM HOUSE - DLR,2410.8399842209055,51.5097363194669,0.026552314998290878,1976.4832199574364,0.023402995853322933,4,0.4,0.21170149792666149
51.58849877655632,0.037580460528042876,South Woodford,1041.1275248888899,51.59189362934642,0.027388706541122812,Snaresbrook,1843.650406453578,51.58067843566125,0.021420000139433203,Redbridge,1907.4536796767072,51.57625099831294,0.04543664415152093,Wanstead,2031.2794064093255,51.575602965168954,0.02864730241085162,Woodford,2674.818202461855,51.6068623985304,0.03403805532136056,1728.120840757845,0.016144759650810168,1,1.0,0.5080723798254051
