Link,Line,Dir,Order,From NLC,From ASC,From Station,To NLC,To ASC,To Station,Total,Early,AM Peak,Midday,PM Peak,Evening,Late,0500-0515,0515-0530,0530-0545,0545-0600,0600-0615,0615-0630,0630-0645,0645-0700,0700-0715,0715-0730,0730-0745,0745-0800,0800-0815,0815-0830,0830-0845,0845-0900,0900-0915,0915-0930,0930-0945,0945-1000,1000-1015,1015-1030,1030-1045,1045-1100,1100-1115,1115-1130,1130-1145,1145-1200,1200-1215,1215-1230,1230-1245,1245-1300,1300-1315,1315-1330,1330-1345,1345-1400,1400-1415,1415-1430,1430-1445,1445-1500,1500-1515,1515-1530,1530-1545,1545-1600,1600-1615,1615-1630,1630-1645,1645-1700,1700-1715,1715-1730,1730-1745,1745-1800,1800-1815,1815-1830,1830-1845,1845-1900,1900-1915,1915-1930,1930-1945,1945-2000,2000-2015,2015-2030,2030-2045,2045-2100,2100-2115,2115-2130,2130-2145,2145-2200,2200-2215,2215-2230,2230-2245,2245-2300,2300-2315,2315-2330,2330-2345,2345-0000,0000-0015,0015-0030,0030-0045,0045-0100,0100-0115,0115-0130,0130-0145,0145-0200,0200-0215,0215-0230,0230-0245,0245-0300,0300-0315,0315-0330,0330-0345,0345-0400,0400-0415,0415-0430,0430-0445,0445-0500
SWCu_JUB_SB>SJWu_JUB_SB@JUB,Jubilee,SB,12,723,SWCu,Swiss Cottage,696,SJWu,St. John's Wood,475,26,89,149,88,74,49,0,2,2,3,3,4,5,7,7,8,7,8,7,8,7,8,7,8,7,7,7,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,7,8,7,8,7,8,7,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJWu_JUB_SB>BSTu_JUB_SB@JUB,Jubilee,SB,13,696,SJWu,St. John's Wood,511,BSTu,Baker Street,475,25,89,149,88,75,49,0,2,2,3,3,4,5,6,7,8,7,8,7,8,7,8,7,8,7,7,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,8,7,8,7,8,7,8,7,8,7,8,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSTu_JUB_SB>BDSu_JUB_SB@JUB,Jubilee,SB,14,511,BSTu,Baker Street,524,BDSu,Bond Street,475,24,89,149,88,75,50,0,1,2,3,3,4,5,6,7,7,8,7,8,7,8,7,8,7,8,7,7,7,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,7,8,7,8,7,8,7,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDSu_JUB_SB>GPKu_JUB_SB@JUB,Jubilee,SB,15,524,BDSu,Bond Street,590,GPKu,Green Park,475,23,89,149,88,75,51,0,1,2,3,3,3,5,6,6,8,7,8,7,8,7,8,7,8,7,8,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,7,8,7,8,7,8,7,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPKu_JUB_SB>WMSu_JUB_SB@JUB,Jubilee,SB,16,590,GPKu,Green Park,761,WMSu,Westminster,475,22,89,150,87,75,52,0,1,2,2,3,4,4,6,6,8,7,8,7,8,7,8,7,8,7,8,7,7,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,8,7,8,7,8,7,8,7,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WMSu_JUB_SB>WLOu_JUB_SB@JUB,Jubilee,SB,17,761,WMSu,Westminster,747,WLOu,Waterloo LU,475,21,89,150,86,76,53,0,1,1,3,3,3,4,6,6,8,7,8,7,8,7,8,7,8,7,8,7,7,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,7,8,7,8,7,8,7,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WLOu_JUB_SB>SWKu_JUB_SB@JUB,Jubilee,SB,18,747,WLOu,Waterloo LU,784,SWKu,Southwark,475,20,89,150,87,76,53,0,0,2,3,3,3,4,5,7,7,7,8,7,8,7,8,7,8,7,8,7,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,8,7,8,7,8,7,8,7,8,7,8,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,4,5,4,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWKu_JUB_SB>LONu_JUB_SB@JUB,Jubilee,SB,19,784,SWKu,Southwark,635,LONu,London Bridge LU,475,20,88,151,86,76,54,0,0,2,2,3,4,3,6,6,7,8,7,8,7,8,7,8,7,8,7,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,7,8,7,8,7,8,7,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LONu_JUB_SB>BERu_JUB_SB@JUB,Jubilee,SB,20,635,LONu,London Bridge LU,787,BERu,Bermondsey,475,19,88,151,86,76,55,0,0,2,2,3,3,4,5,6,7,8,7,8,7,8,7,8,7,8,7,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,7,8,7,8,7,8,7,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERu_JUB_SB>CWRu_JUB_SB@JUB,Jubilee,SB,21,787,BERu,Bermondsey,788,CWRu,Canada Water,475,18,88,151,86,76,56,0,0,1,3,3,3,3,5,6,7,7,8,7,8,7,8,7,8,7,8,7,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,7,8,7,8,7,8,7,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWRu_JUB_SB>CWFu_JUB_SB@JUB,Jubilee,SB,22,788,CWRu,Canada Water,852,CWFu,Canary Wharf LU,475,17,88,151,86,77,56,0,0,1,2,3,3,4,4,6,7,8,7,7,8,7,8,7,8,7,8,7,8,7,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,7,8,7,8,7,8,7,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWFu_JUB_SB>NOGu_JUB_SB@JUB,Jubilee,SB,23,852,CWFu,Canary Wharf LU,789,NOGu,North Greenwich,475,16,88,151,85,78,57,0,0,1,2,3,3,3,4,6,7,7,8,7,8,7,8,7,8,7,8,7,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,8,7,8,7,8,7,8,7,8,7,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOGu_JUB_SB>CNTu_JUB_SB@JUB,Jubilee,SB,24,789,NOGu,North Greenwich,884,CNTu,Canning Town,445,16,80,137,81,72,59,0,0,2,2,2,3,3,4,4,5,7,8,7,7,8,7,8,6,7,6,7,5,7,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,4,5,5,5,5,6,8,7,8,7,8,7,8,7,6,6,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,4,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTu_JUB_SB>WHMu_JUB_SB@JUB,Jubilee,SB,25,884,CNTu,Canning Town,757,WHMu,West Ham,445,15,80,137,81,72,60,0,0,2,1,3,3,3,3,4,5,7,7,8,7,8,7,8,7,6,6,7,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,4,5,5,4,5,5,5,6,7,8,7,8,7,8,7,8,6,6,6,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHMu_JUB_SB>SFDu_JUB_SB@JUB,Jubilee,SB,26,757,WHMu,West Ham,719,SFDu,Stratford,421,14,77,130,80,66,54,0,0,1,2,2,3,3,3,4,5,6,8,7,8,7,8,7,7,5,5,5,5,5,5,5,5,4,6,6,6,6,6,6,6,6,6,6,6,6,5,4,5,5,5,4,5,4,7,7,8,7,8,7,8,7,8,5,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,4,4,3,3,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLJr_ELL_NB>WWRr_ELL_NB@ELL,LO Windrush,NB,2,5595,CLJr,Clapham Junction,5372,WWRr,Wandsworth Road,70,3,12,24,12,12,7,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WWRr_ELL_NB>CLPr_ELL_NB@ELL,LO Windrush,NB,3,5372,WWRr,Wandsworth Road,5301,CLPr,Clapham High Street,72,4,12,24,12,12,8,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLPr_ELL_NB>DMKr_ELL_NB@ELL,LO Windrush,NB,4,5301,CLPr,Clapham High Street,5421,DMKr,Denmark Hill,72,4,12,24,12,12,8,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMKr_ELL_NB>PMRr_ELL_NB@ELL,LO Windrush,NB,5,5421,DMKr,Denmark Hill,5423,PMRr,Peckham Rye,72,4,12,24,12,12,8,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMRr_ELL_NB>QRPr_ELL_NB@ELL,LO Windrush,NB,6,5423,PMRr,Peckham Rye,5424,QRPr,Queens Road Peckham,72,3,12,24,12,12,9,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QRPr_ELL_NB>SQEr_ELL_NB@ELL,LO Windrush,NB,7,5424,QRPr,Queens Road Peckham,1083,SQEr,Surrey Quays,72,3,12,24,12,12,9,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYPr_ELL_NB>SYDr_ELL_NB@ELL,LO Windrush,NB,8,5356,CYPr,Crystal Palace,5437,SYDr,Sydenham,77,6,12,24,12,12,11,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WCYr_ELL_NB>NWDr_ELL_NB@ELL,LO Windrush,NB,9,5411,WCYr,West Croydon NR,5376,NWDr,Norwood Junction,70,6,12,24,12,12,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWDr_ELL_NB>ANYr_ELL_NB@ELL,LO Windrush,NB,10,5376,NWDr,Norwood Junction,5397,ANYr,Anerley,70,6,12,24,12,12,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANYr_ELL_NB>PNWr_ELL_NB@ELL,LO Windrush,NB,11,5397,ANYr,Anerley,5378,PNWr,Penge West,70,6,12,24,12,12,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNWr_ELL_NB>SYDr_ELL_NB@ELL,LO Windrush,NB,12,5378,PNWr,Penge West,5437,SYDr,Sydenham,70,6,12,24,12,12,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYDr_ELL_NB>FOHr_ELL_NB@ELL,LO Windrush,NB,13,5437,SYDr,Sydenham,5362,FOHr,Forest Hill,147,12,24,48,24,24,15,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,3,2,2,1,3,2,2,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOHr_ELL_NB>HPAr_ELL_NB@ELL,LO Windrush,NB,14,5362,FOHr,Forest Hill,5418,HPAr,Honor Oak Park,147,11,24,48,24,24,16,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPAr_ELL_NB>BCYr_ELL_NB@ELL,LO Windrush,NB,15,5418,HPAr,Honor Oak Park,5404,BCYr,Brockley,147,11,24,48,24,24,16,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCYr_ELL_NB>NXGr_ELL_NB@ELL,LO Windrush,NB,16,5404,BCYr,Brockley,5345,NXGr,New Cross Gate,147,11,24,48,24,24,16,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NXGr_ELL_NB>SQEr_ELL_NB@ELL,LO Windrush,NB,17,5345,NXGr,New Cross Gate,1083,SQEr,Surrey Quays,147,10,24,48,24,24,17,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWXr_ELL_NB>SQEr_ELL_NB@ELL,LO Windrush,NB,18,5150,NWXr,New Cross,1083,SQEr,Surrey Quays,72,5,12,24,12,12,7,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SQEr_ELL_NB>CWRu_ELL_NB@ELL,LO Windrush,NB,19,1083,SQEr,Surrey Quays,788,CWRu,Canada Water,291,17,48,96,48,48,34,0,0,0,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWRu_ELL_NB>ROEr_ELL_NB@ELL,LO Windrush,NB,20,788,CWRu,Canada Water,1039,ROEr,Rotherhithe,291,16,48,96,48,48,35,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROEr_ELL_NB>WPEr_ELL_NB@ELL,LO Windrush,NB,21,1039,ROEr,Rotherhithe,1085,WPEr,Wapping,291,16,48,96,48,48,35,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WPEr_ELL_NB>SDEr_ELL_NB@ELL,LO Windrush,NB,22,1085,WPEr,Wapping,1082,SDEr,Shadwell LO,291,16,48,96,48,48,35,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDEr_ELL_NB>WCLu_ELL_NB@ELL,LO Windrush,NB,23,1082,SDEr,Shadwell LO,763,WCLu,Whitechapel,291,15,48,96,48,48,36,0,0,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WCLu_ELL_NB>SDCr_ELL_NB@ELL,LO Windrush,NB,24,763,WCLu,Whitechapel,1024,SDCr,Shoreditch High Street,291,14,48,96,48,48,37,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDCr_ELL_NB>HOXr_ELL_NB@ELL,LO Windrush,NB,25,1024,SDCr,Shoreditch High Street,1023,HOXr,Hoxton,291,14,48,96,48,48,37,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXr_ELL_NB>HGGr_ELL_NB@ELL,LO Windrush,NB,26,1023,HOXr,Hoxton,1022,HGGr,Haggerston,291,13,48,96,48,48,38,0,0,0,0,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGGr_ELL_NB>DLJr_ELL_NB@ELL,LO Windrush,NB,27,1022,HGGr,Haggerston,1443,DLJr,Dalston Junction,291,12,48,96,48,48,39,0,0,0,0,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLJr_ELL_NB>CNNr_ELL_NB@ELL,LO Windrush,NB,28,1443,DLJr,Dalston Junction,1441,CNNr,Canonbury,147,7,24,48,24,24,20,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNNr_ELL_NB>HBYu_ELL_NB@ELL,LO Windrush,NB,29,1441,CNNr,Canonbury,603,HBYu,Highbury & Islington,147,7,24,48,24,24,20,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBYu_ELL_SB>CNNr_ELL_SB@ELL,LO Windrush,SB,1,603,HBYu,Highbury & Islington,1441,CNNr,Canonbury,149,12,24,48,24,24,17,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNNr_ELL_SB>DLJr_ELL_SB@ELL,LO Windrush,SB,2,1441,CNNr,Canonbury,1443,DLJr,Dalston Junction,149,12,24,48,24,24,17,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLJr_ELL_SB>HGGr_ELL_SB@ELL,LO Windrush,SB,3,1443,DLJr,Dalston Junction,1022,HGGr,Haggerston,293,20,48,96,48,48,33,0,0,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGGr_ELL_SB>HOXr_ELL_SB@ELL,LO Windrush,SB,4,1022,HGGr,Haggerston,1023,HOXr,Hoxton,293,19,48,96,48,48,34,0,0,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXr_ELL_SB>SDCr_ELL_SB@ELL,LO Windrush,SB,5,1023,HOXr,Hoxton,1024,SDCr,Shoreditch High Street,293,19,48,96,48,48,34,0,0,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
